disposicion_literatura,disposicion_kepler,confianza_disposicion,columna_fpflag_nt,columna_fpflag_ss,columna_fpflag_co,columna_fpflag_ec,periodo_orbital,columna_period_err1,columna_period_err2,columna_time0bk,columna_time0bk_err1,columna_time0bk_err2,columna_impact,columna_impact_err1,columna_impact_err2,duracion_transito,columna_duration_err1,columna_duration_err2,profundidad_transito,columna_depth_err1,columna_depth_err2,radio_planeta,columna_prad_err1,columna_prad_err2,columna_teq,columna_insol,columna_insol_err1,columna_insol_err2,columna_model_snr,columna_tce_plnt_num,temperatura_estrella,columna_steff_err1,columna_steff_err2,gravedad_superficial,columna_slogg_err1,columna_slogg_err2,radio_estrella,columna_srad_err1,columna_srad_err2,ascension_recta,declinacion,magnitud_kepler
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000002,0,1,0.008337,0.000084,0.999916,0.006855,0.000152,0.999781,0.018227,0.000152,0.999848,0.163903,0.000582,0.999418,0.000166,0.000098,0.999973,0.097869,0.000098,0.000089,0.999952,0.150364,0,0.157688,0.247041,0.895006,0.880572,0.026495,0.973488,0.001849,0.001027,0.999707,0.755332,0.305426,15.839
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000011,0,1,0.008341,0.00033,0.99967,0.007252,0.000129,0.999697,0.035161,0.00041,0.99959,0.152186,0.000829,0.999171,0.000751,0.001271,0.999389,0.206939,0.001878,0.003064,0.99777,0.094846,0,0.424934,0.295858,0.789444,0.73801,0.150136,0.887324,0.010192,0.013538,0.993387,0.627475,0.725321,14.567
CANDIDATE,CANDIDATE,0.969,0,0,0,0,0.000274,0.00229,0.99771,0.019965,0.017735,0.982265,0.000258,0.004957,0.999562,0.028306,0.013762,0.986238,0.000238,0.000087,0.999913,0.000011,0.000034,0.999996,0.043915,0.000004,0.000012,0.999997,0.001392,0,0.294522,0.233728,0.859251,0.810607,0.044158,0.849213,0.004826,0.011544,0.998683,0.484568,0.314647,15.353
CONFIRMED,'FALSE POSITIVE',0.002,1,0,0,0,0.000054,0.000359,0.999641,0.012356,0.012972,0.987028,0.001111,0.003998,0.998112,0.034869,0.011287,0.988713,0.000108,0.000029,0.999971,0.000025,0.00004,0.999977,0.113168,0.000173,0.000242,0.999798,0.0018,0.142857,0.233019,0.127219,0.9563,0.649238,0.175951,0.893123,0.016736,0.020791,0.988152,0.715445,0.131174,13.489
CANDIDATE,CANDIDATE,0.996,0,0,0,0,0.000274,0.002151,0.997849,0.018052,0.016417,0.983583,0.000427,0.0047,0.999275,0.058973,0.010297,0.989703,0.000271,0.000045,0.999955,0.000039,0.000064,0.999964,0.065975,0.000021,0.000029,0.999976,0.002761,0,0.233019,0.127219,0.9563,0.649238,0.175951,0.893123,0.016736,0.020791,0.988152,0.715445,0.131174,13.489
CANDIDATE,CANDIDATE,0.994,0,0,0,0,0.000031,0.000348,0.999652,0.00819,0.021953,0.978047,0.000248,0.00498,0.999579,0.027584,0.015545,0.984455,0.000055,0.000026,0.999974,0.000017,0.000029,0.999984,0.135159,0.000348,0.000487,0.999594,0.001049,0.285714,0.233019,0.127219,0.9563,0.649238,0.175951,0.893123,0.016736,0.020791,0.988152,0.715445,0.131174,13.489
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000107,0.00047,0.99953,0.017501,0.008895,0.991105,0.011894,0.812485,0.97586,0.029338,0.01005,0.98995,0.014048,0.002625,0.997375,0.000147,0.000087,0.999966,0.032099,0.000001,0.000001,0.999999,0.00264,0,0.127767,0.226331,0.913167,0.858191,0.035326,0.982601,0.002402,0.001269,0.999501,0.480231,0.329458,15.056
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000259,0.000064,0.999936,0.019724,0.000518,0.999482,0.019632,0.005974,0.996291,0.080265,0.001139,0.998861,0.021403,0.0001,0.9999,0.00069,0.002194,0.999753,0.0405,0.000003,0.00001,0.999998,0.122809,0,0.268908,0.286982,0.853008,0.821328,0.048913,0.820215,0.004165,0.01106,0.998734,0.602612,0.384414,15.191
CONFIRMED,CANDIDATE,0.999,0,0,0,0,0.000157,0.004406,0.995594,0.014397,0.039001,0.960999,0.009146,0.000538,0.989026,0.069508,0.028564,0.971436,0.000075,0.000025,0.999975,0.000016,0.000026,0.999987,0.064335,0.000019,0.000026,0.999979,0.001491,0,0.227201,0.12574,0.956867,0.704345,0.173234,0.915493,0.010131,0.012783,0.993241,0.83529,0.24099,14.276
CANDIDATE,CANDIDATE,0.955,0,0,0,0,0.000464,0.002643,0.997357,0.010398,0.009721,0.990279,0.006131,0.003542,0.993223,0.050791,0.008861,0.991139,0.000303,0.000057,0.999943,0.000009,0.000024,0.999998,0.026977,0.000001,0.000002,1,0.002628,0,0.224405,0.224852,0.913734,0.848223,0.023777,0.847556,0.003212,0.007102,0.999371,0.658388,0.213633,14.196
CANDIDATE,CANDIDATE,0.967,0,0,0,0,0.000444,0.000829,0.999171,0.023176,0.003288,0.996712,0.009434,0.000164,0.999815,0.038242,0.00901,0.99099,0.000835,0.00009,0.99991,0.000017,0.000013,0.999999,0.02247,0,0,1,0.007289,0.285714,0.170684,0.14497,0.944381,0.860071,0.006793,0.951118,0.002659,0.001783,0.999811,0.35453,0.82151,12.231
CANDIDATE,CANDIDATE,0.733,0,0,0,0,0.000114,0.00153,0.99847,0.014493,0.028104,0.971896,0.001131,0.003916,0.998078,0.045188,0.014802,0.985198,0.000128,0.000046,0.999954,0.000008,0.000012,0.999997,0.05252,0.000009,0.000012,0.999995,0.001336,0.142857,0.237628,0.115385,0.955732,0.803837,0.078125,0.904722,0.004565,0.005953,0.998726,0.180405,0.657013,15.386
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000031,0.000006,0.999994,0.01041,0.000355,0.999645,0.005397,0.000129,0.999747,0.018703,0.000649,0.999351,0.112469,0.002023,0.997977,0.000128,0.000097,0.999962,0.045144,0.000005,0.000005,0.999997,0.043856,0,0.116736,0.215976,0.908627,0.868159,0.036685,0.97763,0.002097,0.001451,0.999423,0.622408,0.400205,15.295
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.002235,0.000307,0.999693,0.201919,0.000195,0.999805,0.007549,0.000362,0.999309,0.086654,0.00053,0.99947,0.146471,0.000386,0.999614,0.000226,0.00028,0.999947,0.013454,0,0,1,0.202856,0,0.192369,0.227811,0.92168,0.853489,0.032609,0.940348,0.00272,0.002962,0.999432,0.185014,0.363141,14.282
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000037,0.000006,0.999994,0.010336,0.000327,0.999673,0.001895,0.000187,0.999697,0.031116,0.000416,0.999584,0.093837,0.000481,0.999519,0.000208,0.000606,0.999939,0.082229,0.000049,0.000138,0.999969,0.107226,0,0.2915,0.267751,0.858116,0.820576,0.047554,0.826015,0.004221,0.010244,0.998958,0.689179,0.677255,14.115
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000005,0.000052,0.999948,0.008749,0.013816,0.986184,0.005109,0.000456,0.992347,0.022471,0.010792,0.989208,0.000026,0.000011,0.999989,0.000002,0.000005,0.999999,0.106748,0.000137,0.000238,0.999934,0.001325,0,0.2068,0.236686,0.909194,0.852548,0.02038,0.89478,0.003029,0.004442,0.999458,0.652266,0.260408,14.403
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.001568,0.000928,0.999072,0.098388,0.000678,0.999322,0.004861,0.000164,0.999764,0.126439,0.001144,0.998856,0.266881,0.001297,0.998703,0.000286,0.000579,0.999935,0.016869,0,0,1,0.097728,0,0.218512,0.245562,0.905789,0.851984,0.024457,0.880696,0.003033,0.005319,0.999397,0.572682,0.068539,15.734
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000015,0,1,0.009061,0.000216,0.999784,0.004206,0.000222,0.999646,0.02086,0.000327,0.999673,0.297029,0.002174,0.997826,0.000247,0.000181,0.999938,0.067204,0.000022,0.000023,0.999987,0.068451,0,0.153608,0.248521,0.904654,0.85631,0.040082,0.973488,0.00245,0.001602,0.99944,0.429855,0.379807,15.783
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000449,0.000046,0.999954,0.042937,0.00016,0.99984,0.008888,0.000444,0.999393,0.061215,0.000288,0.999712,0.09274,0.000231,0.999769,0.000201,0.000229,0.999941,0.024587,0,0.000001,1,0.208477,0,0.194258,0.232249,0.910897,0.847658,0.061141,0.94449,0.002681,0.00269,0.999303,0.720579,0.424088,15.161
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,0,0.000022,0.000006,0.999994,0.010328,0.000325,0.999675,0.012589,0.00304,0.996679,0.015628,0.0005,0.9995,0.00326,0.000066,0.999934,0.000552,0.000785,0.999486,0.140828,0.000409,0.000597,0.999494,0.02708,0,0.262637,0.247041,0.905221,0.687982,0.203804,0.93372,0.011937,0.013236,0.991191,0.333772,0.351109,12.77
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,0,0.000049,0.001113,0.998887,0.012527,0.045679,0.954321,0.00249,0.003437,0.995769,0.016752,0.039851,0.960149,0.000116,0.000154,0.999846,0.000005,0.000014,0.999999,0.059077,0.000014,0.000034,0.999993,0.000773,0,0.23521,0.254438,0.892736,0.850103,0.03125,0.847556,0.003085,0.006769,0.999354,0.891128,0.275911,15.554
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000009,0,1,0.008483,0.000378,0.999622,0.012261,0.001309,0.998247,0.025889,0.000569,0.999431,0.016793,0.000191,0.999809,0.000463,0.001184,0.999728,0.180986,0.001102,0.002729,0.998934,0.046274,0,0.370457,0.31213,0.820658,0.760955,0.097826,0.854184,0.007763,0.015805,0.996315,0.730022,0.47138,13.91
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000023,0,1,0.008388,0.000264,0.999736,0.004176,0.000105,0.999848,0.032962,0.00017,0.99983,0.261924,0.001001,0.998999,0.000394,0.001109,0.999832,0.097733,0.000097,0.000262,0.999924,0.210399,0,0.281677,0.260355,0.862656,0.805718,0.07337,0.833471,0.004574,0.010637,0.998364,0.846009,0.703837,16.169
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.000254,0.000875,0.999125,0.00893,0.006856,0.993144,0.004662,0.000725,0.996173,0.268363,0.011535,0.988465,0.001305,0.000036,0.999964,0.000012,0.000006,0.999999,0.026704,0.000001,0.000001,1,0.019183,0,0.191235,0.266272,0.897843,0.876434,0.03125,0.979287,0.001941,0.000816,0.999793,0.228594,0.589273,15.213
CANDIDATE,CANDIDATE,0.996,0,0,0,0,0.000136,0.001478,0.998522,0.013697,0.018789,0.981211,0.009712,0.000187,0.987492,0.044661,0.015644,0.984356,0.000089,0.000035,0.999965,0.000009,0.000013,0.999996,0.049515,0.000007,0.000008,0.999995,0.001314,0,0.225161,0.112426,0.956867,0.791988,0.110054,0.910522,0.004726,0.005349,0.998312,0.806001,0.649699,14.388
'FALSE POSITIVE','FALSE POSITIVE',0.424,1,0,0,0,0.000005,0.000093,0.999907,0.008422,0.025292,0.974708,0.00118,0.004022,0.997994,0.031505,0.023267,0.976733,0.000022,0.000008,0.999992,0.000007,0.000011,0.999992,0.18686,0.00126,0.002119,0.998313,0.001469,0,0.234605,0.255917,0.918275,0.702652,0.224185,0.908865,0.010009,0.012783,0.99151,0.892625,0.295666,13.134
'FALSE POSITIVE','FALSE POSITIVE',0.329,0,0,1,0,0.000013,0.000046,0.999954,0.008276,0.00538,0.99462,0.01118,0.184241,0.998247,0.014543,0.008762,0.991238,0.000204,0.000059,0.999941,0.000034,0.000035,0.999988,0.044393,0.000004,0.000004,0.999997,0.001855,0.142857,0.073819,0.106509,0.950624,0.9022,0.033288,0.954432,0.001353,0.00139,0.999518,0.522785,0.263517,15.855
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000279,0.000029,0.999971,0.032011,0.000172,0.999828,0.001319,0.00014,0.999663,0.046434,0.000347,0.999653,0.072415,0.000205,0.999795,0.000166,0.000469,0.999956,0.035583,0.000002,0.000005,0.999999,0.187869,0,0.238005,0.239645,0.88479,0.83092,0.036685,0.821044,0.003877,0.009217,0.999122,0.655915,0.143397,15.423
CONFIRMED,CANDIDATE,0.849,0,0,0,0,0.000304,0.001797,0.998203,0.034123,0.011513,0.988487,0.005952,0.003799,0.993291,0.077299,0.009455,0.990545,0.000129,0.000018,0.999982,0.000011,0.000017,0.999994,0.042685,0.000004,0.000005,0.999997,0.003247,0,0.230374,0.168639,0.948354,0.757194,0.136549,0.922949,0.006158,0.007374,0.997107,0.310668,0.847815,13.102
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000194,0.001867,0.998133,0.016726,0.020195,0.979805,0.002301,0.002397,0.996089,0.046661,0.011634,0.988366,0.000196,0.000058,0.999942,0.00001,0.000016,0.999997,0.043846,0.000004,0.000006,0.999998,0.001579,0,0.237628,0.115385,0.955732,0.803837,0.078125,0.904722,0.004565,0.005953,0.998726,0.180405,0.657013,15.386
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000517,0.000499,0.999501,0.023263,0.001812,0.998188,0.010019,0.002993,0.998887,0.064169,0.003515,0.996485,0.004582,0.000115,0.999885,0.000183,0.00096,0.999671,0.036675,0.000002,0.000011,0.999996,0.022684,0,0.165168,0.198225,0.93076,0.691932,0.570652,0.70174,0.00906,0.037472,0.986955,0.791889,0.861115,13.342
CANDIDATE,CANDIDATE,0.95,0,0,0,0,0.000019,0.000174,0.999826,0.008421,0.018262,0.981738,0.002768,0.002174,0.995297,0.013604,0.012723,0.987277,0.000096,0.000057,0.999943,0.000005,0.000009,0.999999,0.076902,0.000038,0.000069,0.999979,0.000961,0,0.203551,0.258876,0.909762,0.839571,0.038723,0.889809,0.003281,0.004835,0.999259,0.861227,0.313713,15.673
CANDIDATE,CANDIDATE,0.972,0,0,0,0,0.000078,0.000452,0.999548,0.009453,0.009984,0.990016,0.002807,0.002081,0.995229,0.014276,0.009703,0.990297,0.000078,0.000037,0.999963,0.000005,0.000017,0.999998,0.060169,0.000015,0.00004,0.999992,0.001171,0,0.273215,0.25,0.883087,0.82791,0.035326,0.827672,0.004012,0.00967,0.999079,0.721868,0.606345,14.412
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000211,0.000394,0.999606,0.017321,0.003376,0.996624,0.006637,0.000012,0.991251,0.0121,0.003545,0.996455,0.000477,0.000084,0.999916,0.000034,0.000113,0.999941,0.054023,0.00001,0.000031,0.999983,0.003026,0,0.192898,0.255917,0.910897,0.699455,0.509511,0.792875,0.010087,0.025687,0.986404,0.833325,0.546472,13.851
CANDIDATE,CANDIDATE,0.978,0,0,0,0,0.000403,0.004243,0.995757,0.028187,0.018965,0.981035,0.001012,0.004057,0.998281,0.05885,0.017723,0.982277,0.000132,0.000039,0.999961,0.000009,0.000014,0.999996,0.036061,0.000002,0.000003,0.999999,0.00169,0,0.243294,0.116864,0.955165,0.792176,0.093071,0.907208,0.005157,0.006255,0.998037,0.833668,0.23916,14.192
CONFIRMED,CANDIDATE,1,0,0,0,0,0.001527,0.004128,0.995872,0.026629,0.005309,0.994691,0.000258,0.004524,0.999562,0.061998,0.005693,0.994307,0.001359,0.000092,0.999908,0.000017,0.000011,0.999998,0.015913,0,0,1,0.006858,0.142857,0.190329,0.152367,0.941544,0.84653,0.024457,0.955261,0.003007,0.001632,0.99963,0.306628,0.115999,14.443
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.00012,0.000035,0.999965,0.017266,0.000724,0.999276,0.034264,0.006523,0.994285,0.057701,0.001089,0.998911,0.135176,0.000726,0.999274,0.003147,0.007796,0.995939,0.063994,0.000018,0.000046,0.999972,0.108032,0,0.223725,0.275148,0.904086,0.725973,0.38587,0.853355,0.007772,0.015321,0.991889,0.877744,0.314792,14.679
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.000387,0.006197,0.993803,0.01875,0.02951,0.97049,0.007728,0.002408,0.990324,0.03848,0.041089,0.958911,0.000033,0.000039,0.999961,0.000007,0.000015,0.999996,0.050266,0.000007,0.000011,0.999995,0.000751,0.571429,0.309634,0.119822,0.95403,0.74685,0.100543,0.899751,0.008325,0.01242,0.99678,0.701585,0.25976,10.948
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000503,0.000035,0.999965,0.045956,0.000107,0.999893,0.007142,0.000269,0.999629,0.035817,0.000193,0.999807,0.15726,0.000445,0.999555,0.000205,0.000251,0.999967,0.023631,0,0.000001,1,0.182171,0,0.215716,0.27071,0.905789,0.865714,0.024457,0.930406,0.002424,0.002659,0.999647,0.666997,0.787369,15.743
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000854,0.000122,0.999878,0.0785,0.000237,0.999763,0.002321,0.000047,0.999899,0.16576,0.000569,0.999431,0.040681,0.000055,0.999945,0.000317,0.001,0.99988,0.035104,0.000002,0.000005,0.999999,0.379217,0,0.178391,0.184911,0.950057,0.661087,0.089674,0.850041,0.010753,0.026472,0.996771,0.48742,0.506303,12.439
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000847,0.000145,0.999855,0.085233,0.000272,0.999728,0.00246,0.000047,0.999933,0.119013,0.000589,0.999411,0.114402,0.000278,0.999722,0.000189,0.000487,0.999941,0.023016,0,0.000001,1,0.23019,0,0.233623,0.22929,0.902384,0.838067,0.04212,0.844242,0.00342,0.007525,0.999079,0.713795,0.159088,15.258
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.00073,0.000023,0.999977,0.076983,0.00004,0.99996,0.007549,0.000117,0.999798,0.025629,0.000142,0.999858,0.083418,0.00022,0.99978,0.000143,0.000106,0.999967,0.016869,0,0,1,0.251704,0,0.140688,0.201183,0.930193,0.859131,0.035326,0.980116,0.002367,0.001571,0.999501,0.753881,0.772923,14.401
CANDIDATE,CANDIDATE,0.480829,0,0,0,0,0.000107,0.000916,0.999084,0.011969,0.015222,0.984778,0.002116,0.00292,0.996404,0.015973,0.014455,0.985545,0.000255,0.000151,0.999849,0.000006,0.000009,0.999998,0.037085,0.000002,0.000003,0.999999,0.000828,0,0.166226,0.22929,0.927355,0.85142,0.038043,0.953604,0.002611,0.002901,0.999423,0.561535,0.05147,15.729
CANDIDATE,CANDIDATE,0.97,0,0,0,0,0.000239,0.00207,0.99793,0.025541,0.017911,0.982089,0.000188,0.00491,0.99968,0.040509,0.01104,0.98896,0.000284,0.000088,0.999912,0.000011,0.000035,0.999997,0.041661,0.000004,0.000011,0.999998,0.001623,0,0.270873,0.255917,0.85244,0.824901,0.036685,0.821044,0.004278,0.01103,0.99895,0.604439,0.749454,15.82
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000471,0.000081,0.999919,0.031892,0.000353,0.999647,0.006756,0.000023,0.999966,0.069992,0.00051,0.99949,0.038084,0.000147,0.999853,0.000113,0.000313,0.999971,0.028207,0.000001,0.000002,1,0.157012,0,0.239441,0.242604,0.883655,0.845025,0.025136,0.8343,0.003338,0.007887,0.999251,0.663247,0.546852,15.523
CONFIRMED,CANDIDATE,0.844,0,0,0,0,0.000847,0.004307,0.995693,0.087799,0.007137,0.992863,0.006696,0.003145,0.992043,0.031591,0.007277,0.992723,0.000094,0.000023,0.999977,0.000007,0.000009,0.999997,0.026567,0.000001,0.000001,1,0.001811,0.428571,0.247072,0.158284,0.933031,0.804025,0.093071,0.907208,0.004317,0.004744,0.99851,0.154705,0.302416,11.818
CANDIDATE,CANDIDATE,0.981,0,0,0,0,0.000089,0.000881,0.999119,0.013127,0.018789,0.981211,0.008978,0.00069,0.988014,0.031916,0.012921,0.987079,0.000057,0.000024,0.999976,0.000014,0.000027,0.999988,0.094386,0.000085,0.000155,0.999901,0.001115,0.142857,0.320287,0.272189,0.884222,0.713936,0.175951,0.908036,0.010836,0.015805,0.992681,0.096878,0.450254,12.082
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000046,0.00051,0.99949,0.011081,0.025292,0.974708,0.005902,0.000491,0.992178,0.045325,0.016881,0.983119,0.000037,0.000011,0.999989,0.000006,0.000009,0.999997,0.081068,0.000047,0.000064,0.999961,0.001811,0.142857,0.230374,0.168639,0.948354,0.757194,0.136549,0.922949,0.006158,0.007374,0.997107,0.310668,0.847815,13.102
'FALSE POSITIVE','FALSE POSITIVE',0.469,1,0,0,0,0.000081,0.012452,0.987548,0.010658,0.017441,0.982559,0.001359,0.022912,0.994394,0.004878,0.016829,0.983171,0.00006,0.000317,0.999683,0.000003,0.000009,0.999999,0.050061,0.000007,0.000016,0.999996,0.00053,0,0.241859,0.20858,0.909762,0.853301,0.022418,0.854184,0.002942,0.006225,0.999406,0.402607,0.306,13.492
CONFIRMED,CANDIDATE,0.993,0,0,0,0,0.000631,0.007101,0.992899,0.067689,0.021777,0.978223,0.001934,0.003121,0.996713,0.050517,0.018515,0.981485,0.000241,0.000083,0.999917,0.000009,0.000012,0.999998,0.025611,0.000001,0.000001,1,0.001436,0,0.224027,0.112426,0.952327,0.831296,0.034647,0.901408,0.00369,0.003989,0.999432,0.065991,0.500552,14.828
CONFIRMED,CANDIDATE,0.943,0,0,0,0,0.000709,0.006,0.994,0.031852,0.018965,0.981035,0.009355,0.000292,0.988891,0.046069,0.01495,0.98505,0.00062,0.000155,0.999845,0.000014,0.000027,0.999997,0.02206,0,0.000001,1,0.001966,0,0.221685,0.247041,0.905221,0.857438,0.023098,0.89478,0.00275,0.004503,0.999449,0.724384,0.382783,15.449
CANDIDATE,CANDIDATE,0.864,0,0,0,0,0.000501,0.006301,0.993699,0.04124,0.024589,0.975411,0.00004,0.00512,0.999933,0.067529,0.016139,0.983861,0.000207,0.00006,0.99994,0.000008,0.000024,0.999998,0.029231,0.000001,0.000003,0.999999,0.001723,0,0.253343,0.239645,0.887628,0.838255,0.035326,0.816901,0.003555,0.008824,0.999165,0.738712,0.869646,14.821
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000083,0.00022,0.99978,0.011938,0.005345,0.994655,0.009583,0.000094,0.999899,0.04461,0.010099,0.989901,0.00039,0.000049,0.999951,0.000036,0.0002,0.999932,0.073965,0.000032,0.000177,0.999941,0.005666,0,0.186173,0.201183,0.914302,0.682152,0.662364,0.730737,0.009082,0.038983,0.986421,0.61276,0.601045,13.566
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,1,1,0,0.000173,0.00142,0.99858,0.018504,0.015608,0.984392,0.00621,0.003761,0.993292,0.029909,0.01604,0.98396,0.000078,0.000022,0.999978,0.000006,0.000041,0.999998,0.05013,0.000007,0.000045,0.999996,0.00201,0,0.291349,0.255917,0.887628,0.815309,0.040082,0.691798,0.004569,0.02336,0.99895,0.806768,0.306963,12.972
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000181,0.000029,0.999971,0.019594,0.000337,0.999663,0.00996,0.000725,0.999208,0.061061,0.000448,0.999552,0.062206,0.000241,0.999759,0.000265,0.000695,0.999881,0.040637,0.000003,0.000008,0.999997,0.134869,0,0.218965,0.27071,0.896141,0.817566,0.094429,0.845899,0.003877,0.008522,0.99851,0.846855,0.299162,15.147
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000163,0.001716,0.998284,0.008654,0.018438,0.981562,0.011299,0.875497,0.967077,0.040603,0.027277,0.972723,0.000079,0.000029,0.999971,0.000099,0.000147,0.999963,0.047603,0.000006,0.000008,0.999996,0.00148,0,0.237628,0.155325,0.933598,0.79669,0.089674,0.910522,0.004804,0.005863,0.998493,0.688872,0.577671,13.798
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000576,0.000075,0.999925,0.047273,0.00022,0.99978,0.004831,0.000012,0.999983,0.150344,0.000437,0.999563,0.079389,0.000108,0.999892,0.00013,0.000173,0.99997,0.022811,0,0.000001,1,0.4004,0,0.204307,0.236686,0.918275,0.853677,0.035326,0.935377,0.002698,0.003143,0.999449,0.588468,0.338071,14.658
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002837,0.034365,0.965635,0.131568,0.019317,0.980683,0.009216,0.000187,0.988874,0.041736,0.01604,0.98396,0.000614,0.000228,0.999772,0.000015,0.000005,0.999998,0.011747,0,0,1,0.001292,0.142857,0.165773,0.113905,0.950624,0.845402,0.038043,0.98343,0.002911,0.000876,0.999595,0.360564,0.097545,14.521
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.001874,0.000162,0.999838,0.028831,0.000128,0.999872,0.010208,0.001076,0.999343,0.078557,0.000271,0.999729,0.036849,0.000068,0.999932,0.000282,0.000465,0.999883,0.023221,0,0.000001,1,0.309707,0,0.280242,0.112426,0.956867,0.786346,0.097147,0.903065,0.005252,0.007071,0.998192,0.567391,0.261844,13.297
'FALSE POSITIVE','FALSE POSITIVE',0.09,0,1,0,0,0.000004,0.012452,0.987548,0.00873,0.017441,0.982559,0.007292,0.022912,0.994394,0.019193,0.016829,0.983171,0.015435,0.000317,0.999683,0.000513,0.000816,0.999572,0.072421,0.000708,0.001037,0.999278,0.028703,0,0.230134,0.213958,0.907909,0.801797,0.082023,0.881391,0.007048,0.010948,0.996601,0.175882,0.265928,14.737
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000123,0.000006,0.999994,0.011926,0.000123,0.999877,0.007886,0.000257,0.999697,0.036354,0.00018,0.99982,0.12501,0.000319,0.999681,0.000232,0.000376,0.99996,0.039202,0.000003,0.000005,0.999999,0.206523,0,0.199169,0.258876,0.8916,0.853865,0.02038,0.90058,0.002985,0.004201,0.999544,0.792831,0.65038,15.901
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,1,0,0,0.000361,0.000678,0.999322,0.020362,0.000548,0.999452,0.005314,0.000162,0.999737,0.083061,0.000703,0.999297,0.240606,0.001125,0.998875,0.000333,0.001354,0.99987,0.031348,0.000001,0.000005,0.999999,0.088794,0,0.211334,0.276627,0.915437,0.815121,0.097147,0.76802,0.003755,0.012904,0.998743,0.319909,0.173083,15.624
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.00001,0,1,0.008174,0.000127,0.999873,0.005139,0.000035,0.999933,0.041904,0.000163,0.999837,0.251654,0.000468,0.999532,0.000453,0.000707,0.999909,0.128398,0.000284,0.000366,0.999891,0.289794,0,0.276993,0.102071,0.950057,0.802708,0.034647,0.901408,0.005139,0.006558,0.999139,0.702612,0.211482,11.825
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000029,0.000006,0.999994,0.010524,0.000473,0.999527,0.152064,0.242577,0.934305,0.028592,0.00054,0.99946,0.071961,0.000741,0.999259,0.008329,0.026349,0.997545,0.079634,0.000043,0.000136,0.999972,0.049267,0,0.253948,0.281065,0.868331,0.828663,0.038043,0.814416,0.004047,0.010728,0.998984,0.556711,0.801453,15.537
